AP名称,Mac地址,X坐标,Y坐标,AP类型,AP型号,阀值类型,STA RSSI阀值,标签RSSI阀值,POI参考RSSI阀值
GQ-2F-1,70:65:82:E1:52:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-2F-2,70:65:82:E1:FC:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-2F-3,70:65:82:E1:2A:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-2F-4,70:65:82:E1:C2:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-2F-5,70:65:82:E1:DA:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-2F-6,70:65:82:E1:D4:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-2F-7,70:65:82:E2:64:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-2F-8,70:65:82:E2:39:D0,0,0,WiFi,,系统默认,-55,-50,-55
