AP名称,Mac地址,X坐标,Y坐标,AP类型,AP型号,阀值类型,STA RSSI阀值,标签RSSI阀值,POI参考RSSI阀值
GQ-B4-6,70:65:82:E1:38:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B4-4,70:65:82:E1:F6:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B4-2,70:65:82:E1:54:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B4-3,70:65:82:E1:4B:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B4-7,70:65:82:E1:4F:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B4-8,70:65:82:E1:EF:D0,0,0,WiFi,,系统默认,-55,-50,-55
