AP名称,Mac地址,X坐标,Y坐标,AP类型,AP型号,阀值类型,STA RSSI阀值,标签RSSI阀值,POI参考RSSI阀值
GQ-5F-1,70:65:82:E2:7B:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-5F-2,70:65:82:E1:2E:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-TZ-01-5F,70:65:82:E0:E1:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-TZ-02-5F,70:65:82:FE:2F:D0,0,0,WiFi,,系统默认,-55,-50,-55
