AP名称,Mac地址,X坐标,Y坐标,AP类型,AP型号,阀值类型,STA RSSI阀值,标签RSSI阀值,POI参考RSSI阀值
GQ-1F-1,70:65:82:E1:C4:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-1F-2,70:65:82:E1:0D:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-1F-3,70:65:82:E1:4E:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-1F-5,70:65:82:E2:1E:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-1F-4,70:65:82:E2:AD:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-1F-6,70:65:82:E1:AB:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-1F-7,70:65:82:E1:C3:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-1F-8,70:65:82:E2:27:D0,0,0,WiFi,,系统默认,-55,-50,-55
