AP名称,Mac地址,X坐标,Y坐标,AP类型,AP型号,阀值类型,STA RSSI阀值,标签RSSI阀值,POI参考RSSI阀值
GQ-4F-1,70:65:82:E0:81:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-4F-2,70:65:82:E0:DF:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-4F-3,70:65:82:E2:40:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-4F-4,70:65:82:E1:D3:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-4F-5,70:65:82:E2:5F:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-4F-6,70:65:82:E1:D6:D0,0,0,WiFi,,系统默认,-55,-50,-55
