AP名称,Mac地址,X坐标,Y坐标,AP类型,AP型号,阀值类型,STA RSSI阀值,标签RSSI阀值,POI参考RSSI阀值
SP-2F-24,70:65:82:E1:B1:D0,0,0,WiFi,,系统默认,-55,-50,-55
SP-2F-25,70:65:82:E2:08:D0,0,0,WiFi,,系统默认,-55,-50,-55
SP-2F-1,70:65:82:E2:D4:D0,0,0,WiFi,,系统默认,-55,-50,-55
SP-2F-21,70:65:82:FD:FD:D0,0,0,WiFi,,系统默认,-55,-50,-55
SP-2F-22,70:65:82:FD:96:D0,0,0,WiFi,,系统默认,-55,-50,-55
SP-2F-23,70:65:82:E1:C7:D0,0,0,WiFi,,系统默认,-55,-50,-55
