AP名称,Mac地址,X坐标,Y坐标,AP类型,AP型号,阀值类型,STA RSSI阀值,标签RSSI阀值,POI参考RSSI阀值
GQ-B3-5,7C:DD:76:00:DB:D1,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B3-2,7C:DD:76:00:DC:29,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B3-13,7C:DD:76:00:DC:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B3-6,7C:DD:76:00:DC:1D,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B3-7,7C:DD:76:00:DB:7D,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B3-12,7C:DD:76:00:DC:21,0,0,WiFi,,系统默认,-55,-50,-55
