AP名称,Mac地址,X坐标,Y坐标,AP类型,AP型号,阀值类型,STA RSSI阀值,标签RSSI阀值,POI参考RSSI阀值
GQ-B2-1,70:65:82:E2:61:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B2-14,70:65:82:E2:2D:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B2-4,70:65:82:E2:18:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B2-12,70:65:82:E2:49:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B2-13,70:65:28:E2:24:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B2-8,70:65:82:E1:49:D0,0,0,WiFi,,系统默认,-55,-50,-55
GQ-B2-9,70:65:82:E2:30:D0,0,0,WiFi,,系统默认,-55,-50,-55
